#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=4.dat'
#   Date of creation: 10. May 2022
#   Time of creation: 13:36:31
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(4)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 20 calculated values between 1.0000 and 20.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 3 given values between 1.0000e+18 and 1.0000e+20
#              n_i1: Fixed value 0.0000
#              n_n1: 3 given values between 1.0000e+18 and 1.0000e+20

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           n_n1          POP_COEFF      
   1.8789        1.0000e+19    1.0000e+19    4.66044882e-26     
   1.8789        1.0000e+19    1.0000e+20    4.66044882e-26     
   1.8789        1.0000e+20    1.0000e+18    1.40046489e-26     
   1.8789        1.0000e+20    1.0000e+19    1.40046489e-26     
   1.8789        1.0000e+20    1.0000e+20    1.40046489e-26     
   2.1998        1.0000e+18    1.0000e+18    2.62027839e-25     
   2.1998        1.0000e+18    1.0000e+19    2.62027839e-25     
   2.1998        1.0000e+18    1.0000e+20    2.62027839e-25     
   2.1998        1.0000e+19    1.0000e+18    1.15105051e-25     
   2.1998        1.0000e+19    1.0000e+19    1.15105051e-25     
   2.1998        1.0000e+19    1.0000e+20    1.15105051e-25     
   2.1998        1.0000e+20    1.0000e+18    3.29674791e-26     
   2.1998        1.0000e+20    1.0000e+19    3.29674791e-26     
   2.1998        1.0000e+20    1.0000e+20    3.29674791e-26     
   2.5754        1.0000e+18    1.0000e+18    5.84832389e-25     
   2.5754        1.0000e+18    1.0000e+19    5.84832389e-25     
   2.5754        1.0000e+18    1.0000e+20    5.84832389e-25     
   2.5754        1.0000e+19    1.0000e+18    2.48618569e-25     
   2.5754        1.0000e+19    1.0000e+19    2.48618569e-25     
   2.5754        1.0000e+19    1.0000e+20    2.48618569e-25     
   2.5754        1.0000e+20    1.0000e+18    6.83498477e-26     
   2.5754        1.0000e+20    1.0000e+19    6.83498477e-26     
   2.5754        1.0000e+20    1.0000e+20    6.83498477e-26     
   3.0153        1.0000e+18    1.0000e+18    1.16071564e-24     
   3.0153        1.0000e+18    1.0000e+19    1.16071564e-24     
   3.0153        1.0000e+18    1.0000e+20    1.16071564e-24     
   3.0153        1.0000e+19    1.0000e+18    4.79521930e-25     
   3.0153        1.0000e+19    1.0000e+19    4.79521930e-25     
   3.0153        1.0000e+19    1.0000e+20    4.79521930e-25     
   3.0153        1.0000e+20    1.0000e+18    1.27377161e-25     
   3.0153        1.0000e+20    1.0000e+19    1.27377161e-25     
   3.0153        1.0000e+20    1.0000e+20    1.27377161e-25     
   3.5302        1.0000e+18    1.0000e+18    2.08507665e-24     
   3.5302        1.0000e+18    1.0000e+19    2.08507665e-24     
   3.5302        1.0000e+18    1.0000e+20    2.08507665e-24     
   3.5302        1.0000e+19    1.0000e+18    8.40464486e-25     
   3.5302        1.0000e+19    1.0000e+19    8.40464486e-25     
   3.5302        1.0000e+19    1.0000e+20    8.40464486e-25     
   3.5302        1.0000e+20    1.0000e+18    2.17030867e-25     
   3.5302        1.0000e+20    1.0000e+19    2.17030867e-25     
   3.5302        1.0000e+20    1.0000e+20    2.17030867e-25     
   4.1331        1.0000e+18    1.0000e+18    3.44119186e-24     
   4.1331        1.0000e+18    1.0000e+19    3.44119186e-24     
   4.1331        1.0000e+18    1.0000e+20    3.44119186e-24     
   4.1331        1.0000e+19    1.0000e+18    1.35847625e-24     
   4.1331        1.0000e+19    1.0000e+19    1.35847625e-24     
   4.1331        1.0000e+19    1.0000e+20    1.35847625e-24     
   4.1331        1.0000e+20    1.0000e+18    3.42910090e-25     
   4.1331        1.0000e+20    1.0000e+19    3.42910090e-25     
   4.1331        1.0000e+20    1.0000e+20    3.42910090e-25     
   4.8390        1.0000e+18    1.0000e+18    5.28378421e-24     
   4.8390        1.0000e+18    1.0000e+19    5.28378421e-24     
   4.8390        1.0000e+18    1.0000e+20    5.28378421e-24     
   4.8390        1.0000e+19    1.0000e+18    2.05000561e-24     
   4.8390        1.0000e+19    1.0000e+19    2.05000561e-24     
   4.8390        1.0000e+19    1.0000e+20    2.05000561e-24     
   4.8390        1.0000e+20    1.0000e+18    5.08377024e-25     
   4.8390        1.0000e+20    1.0000e+19    5.08377024e-25     
   4.8390        1.0000e+20    1.0000e+20    5.08377024e-25     
   5.6654        1.0000e+18    1.0000e+18    7.62842278e-24     
   5.6654        1.0000e+18    1.0000e+19    7.62842278e-24     
   5.6654        1.0000e+18    1.0000e+20    7.62842278e-24     
   5.6654        1.0000e+19    1.0000e+18    2.91820720e-24     
   5.6654        1.0000e+19    1.0000e+19    2.91820720e-24     
   5.6654        1.0000e+19    1.0000e+20    2.91820720e-24     
   5.6654        1.0000e+20    1.0000e+18    7.14166512e-25     
   5.6654        1.0000e+20    1.0000e+19    7.14166512e-25     
   5.6654        1.0000e+20    1.0000e+20    7.14166512e-25     
   6.6329        1.0000e+18    1.0000e+18    1.04485784e-23     
   6.6329        1.0000e+18    1.0000e+19    1.04485784e-23     
   6.6329        1.0000e+18    1.0000e+20    1.04485784e-23     
   6.6329        1.0000e+19    1.0000e+18    3.95279369e-24     
   6.6329        1.0000e+19    1.0000e+19    3.95279369e-24     
   6.6329        1.0000e+19    1.0000e+20    3.95279369e-24     
   6.6329        1.0000e+20    1.0000e+18    9.58458995e-25     
   6.6329        1.0000e+20    1.0000e+19    9.58458995e-25     
   6.6329        1.0000e+20    1.0000e+20    9.58458995e-25     
   7.7657        1.0000e+18    1.0000e+18    1.36805577e-23     
   7.7657        1.0000e+18    1.0000e+19    1.36805577e-23     
   7.7657        1.0000e+18    1.0000e+20    1.36805577e-23     
   7.7657        1.0000e+19    1.0000e+18    5.13223010e-24     
   7.7657        1.0000e+19    1.0000e+19    5.13223010e-24     
   7.7657        1.0000e+19    1.0000e+20    5.13223010e-24     
   7.7657        1.0000e+20    1.0000e+18    1.23732684e-24     
   7.7657        1.0000e+20    1.0000e+19    1.23732684e-24     
   7.7657        1.0000e+20    1.0000e+20    1.23732684e-24     
   9.0919        1.0000e+18    1.0000e+18    1.72336561e-23     
   9.0919        1.0000e+18    1.0000e+19    1.72336561e-23     
   9.0919        1.0000e+18    1.0000e+20    1.72336561e-23     
   9.0919        1.0000e+19    1.0000e+18    6.42729513e-24     
   9.0919        1.0000e+19    1.0000e+19    6.42729513e-24     
   9.0919        1.0000e+19    1.0000e+20    6.42729513e-24     
   9.0919        1.0000e+20    1.0000e+18    1.54536910e-24     
   9.0919        1.0000e+20    1.0000e+19    1.54536910e-24     
   9.0919        1.0000e+20    1.0000e+20    1.54536910e-24     
   10.6446       1.0000e+18    1.0000e+18    2.10027300e-23     
   10.6446       1.0000e+18    1.0000e+19    2.10027300e-23     
   10.6446       1.0000e+18    1.0000e+20    2.10027300e-23     
   10.6446       1.0000e+19    1.0000e+18    7.80513766e-24     
   10.6446       1.0000e+19    1.0000e+19    7.80513766e-24     
   10.6446       1.0000e+19    1.0000e+20    7.80513766e-24     
   10.6446       1.0000e+20    1.0000e+18    1.87640255e-24     
   10.6446       1.0000e+20    1.0000e+19    1.87640255e-24     
   10.6446       1.0000e+20    1.0000e+20    1.87640255e-24     
   12.4625       1.0000e+18    1.0000e+18    2.48802843e-23     
   12.4625       1.0000e+18    1.0000e+19    2.48802843e-23     
   12.4625       1.0000e+18    1.0000e+20    2.48802843e-23     
   12.4625       1.0000e+19    1.0000e+18    9.23299398e-24     
   12.4625       1.0000e+19    1.0000e+19    9.23299398e-24     
   12.4625       1.0000e+19    1.0000e+20    9.23299398e-24     
   12.4625       1.0000e+20    1.0000e+18    2.22408608e-24     
   12.4625       1.0000e+20    1.0000e+19    2.22408608e-24     
   12.4625       1.0000e+20    1.0000e+20    2.22408608e-24     
   14.5908       1.0000e+18    1.0000e+18    2.87658268e-23     
   14.5908       1.0000e+18    1.0000e+19    2.87658268e-23     
   14.5908       1.0000e+18    1.0000e+20    2.87658268e-23     
   14.5908       1.0000e+19    1.0000e+18    1.06808689e-23     
   14.5908       1.0000e+19    1.0000e+19    1.06808689e-23     
   14.5908       1.0000e+19    1.0000e+20    1.06808689e-23     
   14.5908       1.0000e+20    1.0000e+18    2.58236534e-24     
   14.5908       1.0000e+20    1.0000e+19    2.58236534e-24     
   14.5908       1.0000e+20    1.0000e+20    2.58236534e-24     
   17.0826       1.0000e+18    1.0000e+18    3.25714272e-23     
   17.0826       1.0000e+18    1.0000e+19    3.25714272e-23     
   17.0826       1.0000e+18    1.0000e+20    3.25714272e-23     
   17.0826       1.0000e+19    1.0000e+18    1.21228563e-23     
   17.0826       1.0000e+19    1.0000e+19    1.21228563e-23     
   17.0826       1.0000e+19    1.0000e+20    1.21228563e-23     
   17.0826       1.0000e+20    1.0000e+18    2.94570331e-24     
   17.0826       1.0000e+20    1.0000e+19    2.94570331e-24     
   17.0826       1.0000e+20    1.0000e+20    2.94570331e-24     
   20.0000       1.0000e+18    1.0000e+18    3.62212795e-23     
   20.0000       1.0000e+18    1.0000e+19    3.62212795e-23     
   20.0000       1.0000e+18    1.0000e+20    3.62212795e-23     
   20.0000       1.0000e+19    1.0000e+18    1.35364586e-23     
   20.0000       1.0000e+19    1.0000e+19    1.35364586e-23     
   20.0000       1.0000e+19    1.0000e+20    1.35364586e-23     
   20.0000       1.0000e+20    1.0000e+18    3.30896953e-24     
   20.0000       1.0000e+20    1.0000e+19    3.30896953e-24     
   20.0000       1.0000e+20    1.0000e+20    3.30896953e-24     
