#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=3.dat'
#   Date of creation: 11. May 2022
#   Time of creation: 07:58:44
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H2'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 10 calculated values between 1.0000 and 10.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 10 calculated values between 1.0000e+18 and 1.0000e+20
#              n_i1: Fixed value 0.0000
#              n_n2: 10 calculated values between 1.0000e+18 and 1.0000e+20

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           n_n2          POP_COEFF      
   1.2915        1.6681e+18    3.5938e+19    1.09403839e-29     
   1.2915        1.6681e+18    5.9948e+19    1.09403839e-29     
   1.2915        1.6681e+18    1.0000e+20    1.09403839e-29     
   1.2915        2.7826e+18    1.0000e+18    1.07091382e-29     
   1.2915        2.7826e+18    1.6681e+18    1.07091382e-29     
   1.2915        2.7826e+18    2.7826e+18    1.07091382e-29     
   1.2915        2.7826e+18    4.6416e+18    1.07091382e-29     
   1.2915        2.7826e+18    7.7426e+18    1.07091382e-29     
   1.2915        2.7826e+18    1.2915e+19    1.07091382e-29     
   1.2915        2.7826e+18    2.1544e+19    1.07091382e-29     
   1.2915        2.7826e+18    3.5938e+19    1.07091382e-29     
   1.2915        2.7826e+18    5.9948e+19    1.07091382e-29     
   1.2915        2.7826e+18    1.0000e+20    1.07091382e-29     
   1.2915        4.6416e+18    1.0000e+18    1.03636742e-29     
   1.2915        4.6416e+18    1.6681e+18    1.03636742e-29     
   1.2915        4.6416e+18    2.7826e+18    1.03636742e-29     
   1.2915        4.6416e+18    4.6416e+18    1.03636742e-29     
   1.2915        4.6416e+18    7.7426e+18    1.03636742e-29     
   1.2915        4.6416e+18    1.2915e+19    1.03636742e-29     
   1.2915        4.6416e+18    2.1544e+19    1.03636742e-29     
   1.2915        4.6416e+18    3.5938e+19    1.03636742e-29     
   1.2915        4.6416e+18    5.9948e+19    1.03636742e-29     
   1.2915        4.6416e+18    1.0000e+20    1.03636742e-29     
   1.2915        7.7426e+18    1.0000e+18    9.85962758e-30     
   1.2915        7.7426e+18    1.6681e+18    9.85962758e-30     
   1.2915        7.7426e+18    2.7826e+18    9.85962758e-30     
   1.2915        7.7426e+18    4.6416e+18    9.85962758e-30     
   1.2915        7.7426e+18    7.7426e+18    9.85962758e-30     
   1.2915        7.7426e+18    1.2915e+19    9.85962758e-30     
   1.2915        7.7426e+18    2.1544e+19    9.85962758e-30     
   1.2915        7.7426e+18    3.5938e+19    9.85962758e-30     
   1.2915        7.7426e+18    5.9948e+19    9.85962758e-30     
   1.2915        7.7426e+18    1.0000e+20    9.85962758e-30     
   1.2915        1.2915e+19    1.0000e+18    9.15525828e-30     
   1.2915        1.2915e+19    1.6681e+18    9.15525828e-30     
   1.2915        1.2915e+19    2.7826e+18    9.15525828e-30     
   1.2915        1.2915e+19    4.6416e+18    9.15525828e-30     
   1.2915        1.2915e+19    7.7426e+18    9.15525828e-30     
   1.2915        1.2915e+19    1.2915e+19    9.15525828e-30     
   1.2915        1.2915e+19    2.1544e+19    9.15525828e-30     
   1.2915        1.2915e+19    3.5938e+19    9.15525828e-30     
   1.2915        1.2915e+19    5.9948e+19    9.15525828e-30     
   1.2915        1.2915e+19    1.0000e+20    9.15525828e-30     
   1.2915        2.1544e+19    1.0000e+18    8.23645233e-30     
   1.2915        2.1544e+19    1.6681e+18    8.23645233e-30     
   1.2915        2.1544e+19    2.7826e+18    8.23645233e-30     
   1.2915        2.1544e+19    4.6416e+18    8.23645233e-30     
   1.2915        2.1544e+19    7.7426e+18    8.23645233e-30     
   1.2915        2.1544e+19    1.2915e+19    8.23645233e-30     
   1.2915        2.1544e+19    2.1544e+19    8.23645233e-30     
   1.2915        2.1544e+19    3.5938e+19    8.23645233e-30     
   1.2915        2.1544e+19    5.9948e+19    8.23645233e-30     
   1.2915        2.1544e+19    1.0000e+20    8.23645233e-30     
   1.2915        3.5938e+19    1.0000e+18    7.14716313e-30     
   1.2915        3.5938e+19    1.6681e+18    7.14716313e-30     
   1.2915        3.5938e+19    2.7826e+18    7.14716313e-30     
   1.2915        3.5938e+19    4.6416e+18    7.14716313e-30     
   1.2915        3.5938e+19    7.7426e+18    7.14716313e-30     
   1.2915        3.5938e+19    1.2915e+19    7.14716313e-30     
   1.2915        3.5938e+19    2.1544e+19    7.14716313e-30     
   1.2915        3.5938e+19    3.5938e+19    7.14716313e-30     
   1.2915        3.5938e+19    5.9948e+19    7.14716313e-30     
   1.2915        3.5938e+19    1.0000e+20    7.14716313e-30     
   1.2915        5.9948e+19    1.0000e+18    5.99611103e-30     
   1.2915        5.9948e+19    1.6681e+18    5.99611103e-30     
   1.2915        5.9948e+19    2.7826e+18    5.99611103e-30     
   1.2915        5.9948e+19    4.6416e+18    5.99611103e-30     
   1.2915        5.9948e+19    7.7426e+18    5.99611103e-30     
   1.2915        5.9948e+19    1.2915e+19    5.99611103e-30     
   1.2915        5.9948e+19    2.1544e+19    5.99611103e-30     
   1.2915        5.9948e+19    3.5938e+19    5.99611103e-30     
   1.2915        5.9948e+19    5.9948e+19    5.99611103e-30     
   1.2915        5.9948e+19    1.0000e+20    5.99611103e-30     
   1.2915        1.0000e+20    1.0000e+18    4.91654383e-30     
   1.2915        1.0000e+20    1.6681e+18    4.91654383e-30     
   1.2915        1.0000e+20    2.7826e+18    4.91654383e-30     
   1.2915        1.0000e+20    4.6416e+18    4.91654383e-30     
   1.2915        1.0000e+20    7.7426e+18    4.91654383e-30     
   1.2915        1.0000e+20    1.2915e+19    4.91654383e-30     
   1.2915        1.0000e+20    2.1544e+19    4.91654383e-30     
   1.2915        1.0000e+20    3.5938e+19    4.91654383e-30     
   1.2915        1.0000e+20    5.9948e+19    4.91654383e-30     
   1.2915        1.0000e+20    1.0000e+20    4.91654383e-30     
   1.6681        1.0000e+18    1.0000e+18    2.26591309e-28     
   1.6681        1.0000e+18    1.6681e+18    2.26591309e-28     
   1.6681        1.0000e+18    2.7826e+18    2.26591309e-28     
   1.6681        1.0000e+18    4.6416e+18    2.26591309e-28     
   1.6681        1.0000e+18    7.7426e+18    2.26591309e-28     
   1.6681        1.0000e+18    1.2915e+19    2.26591309e-28     
   1.6681        1.0000e+18    2.1544e+19    2.26591309e-28     
   1.6681        1.0000e+18    3.5938e+19    2.26591309e-28     
   1.6681        1.0000e+18    5.9948e+19    2.26591309e-28     
   1.6681        1.0000e+18    1.0000e+20    2.26591309e-28     
   1.6681        1.6681e+18    1.0000e+18    2.22807770e-28     
   1.6681        1.6681e+18    1.6681e+18    2.22807770e-28     
   1.6681        1.6681e+18    2.7826e+18    2.22807770e-28     
   1.6681        1.6681e+18    4.6416e+18    2.22807770e-28     
   1.6681        1.6681e+18    7.7426e+18    2.22807770e-28     
   1.6681        1.6681e+18    1.2915e+19    2.22807770e-28     
   1.6681        1.6681e+18    2.1544e+19    2.22807770e-28     
   1.6681        1.6681e+18    3.5938e+19    2.22807770e-28     
   1.6681        1.6681e+18    5.9948e+19    2.22807770e-28     
   1.6681        1.6681e+18    1.0000e+20    2.22807770e-28     
   1.6681        2.7826e+18    1.0000e+18    2.17113377e-28     
   1.6681        2.7826e+18    1.6681e+18    2.17113377e-28     
   1.6681        2.7826e+18    2.7826e+18    2.17113377e-28     
   1.6681        2.7826e+18    4.6416e+18    2.17113377e-28     
   1.6681        2.7826e+18    7.7426e+18    2.17113377e-28     
   1.6681        2.7826e+18    1.2915e+19    2.17113377e-28     
   1.6681        2.7826e+18    2.1544e+19    2.17113377e-28     
   1.6681        2.7826e+18    3.5938e+19    2.17113377e-28     
   1.6681        2.7826e+18    5.9948e+19    2.17113377e-28     
   1.6681        2.7826e+18    1.0000e+20    2.17113377e-28     
   1.6681        4.6416e+18    1.0000e+18    2.08679702e-28     
   1.6681        4.6416e+18    1.6681e+18    2.08679702e-28     
   1.6681        4.6416e+18    2.7826e+18    2.08679702e-28     
   1.6681        4.6416e+18    4.6416e+18    2.08679702e-28     
   1.6681        4.6416e+18    7.7426e+18    2.08679702e-28     
   1.6681        4.6416e+18    1.2915e+19    2.08679702e-28     
   1.6681        4.6416e+18    2.1544e+19    2.08679702e-28     
   1.6681        4.6416e+18    3.5938e+19    2.08679702e-28     
   1.6681        4.6416e+18    5.9948e+19    2.08679702e-28     
   1.6681        4.6416e+18    1.0000e+20    2.08679702e-28     
   1.6681        7.7426e+18    1.0000e+18    1.96573506e-28     
   1.6681        7.7426e+18    1.6681e+18    1.96573506e-28     
   1.6681        7.7426e+18    2.7826e+18    1.96573506e-28     
   1.6681        7.7426e+18    4.6416e+18    1.96573506e-28     
   1.6681        7.7426e+18    7.7426e+18    1.96573506e-28     
   1.6681        7.7426e+18    1.2915e+19    1.96573506e-28     
   1.6681        7.7426e+18    2.1544e+19    1.96573506e-28     
   1.6681        7.7426e+18    3.5938e+19    1.96573506e-28     
   1.6681        7.7426e+18    5.9948e+19    1.96573506e-28     
   1.6681        7.7426e+18    1.0000e+20    1.96573506e-28     
   1.6681        1.2915e+19    1.0000e+18    1.80098179e-28     
   1.6681        1.2915e+19    1.6681e+18    1.80098179e-28     
   1.6681        1.2915e+19    2.7826e+18    1.80098179e-28     
   1.6681        1.2915e+19    4.6416e+18    1.80098179e-28     
   1.6681        1.2915e+19    7.7426e+18    1.80098179e-28     
   1.6681        1.2915e+19    1.2915e+19    1.80098179e-28     
   1.6681        1.2915e+19    2.1544e+19    1.80098179e-28     
   1.6681        1.2915e+19    3.5938e+19    1.80098179e-28     
   1.6681        1.2915e+19    5.9948e+19    1.80098179e-28     
   1.6681        1.2915e+19    1.0000e+20    1.80098179e-28     
   1.6681        2.1544e+19    1.0000e+18    1.59402750e-28     
   1.6681        2.1544e+19    1.6681e+18    1.59402750e-28     
   1.6681        2.1544e+19    2.7826e+18    1.59402750e-28     
   1.6681        2.1544e+19    4.6416e+18    1.59402750e-28     
   1.6681        2.1544e+19    7.7426e+18    1.59402750e-28     
   1.6681        2.1544e+19    1.2915e+19    1.59402750e-28     
   1.6681        2.1544e+19    2.1544e+19    1.59402750e-28     
   1.6681        2.1544e+19    3.5938e+19    1.59402750e-28     
   1.6681        2.1544e+19    5.9948e+19    1.59402750e-28     
   1.6681        2.1544e+19    1.0000e+20    1.59402750e-28     
   1.6681        3.5938e+19    1.0000e+18    1.35990330e-28     
   1.6681        3.5938e+19    1.6681e+18    1.35990330e-28     
   1.6681        3.5938e+19    2.7826e+18    1.35990330e-28     
   1.6681        3.5938e+19    4.6416e+18    1.35990330e-28     
   1.6681        3.5938e+19    7.7426e+18    1.35990330e-28     
   1.6681        3.5938e+19    1.2915e+19    1.35990330e-28     
   1.6681        3.5938e+19    2.1544e+19    1.35990330e-28     
   1.6681        3.5938e+19    3.5938e+19    1.35990330e-28     
   1.6681        3.5938e+19    5.9948e+19    1.35990330e-28     
   1.6681        3.5938e+19    1.0000e+20    1.35990330e-28     
   1.6681        5.9948e+19    1.0000e+18    1.12460997e-28     
   1.6681        5.9948e+19    1.6681e+18    1.12460997e-28     
   1.6681        5.9948e+19    2.7826e+18    1.12460997e-28     
   1.6681        5.9948e+19    4.6416e+18    1.12460997e-28     
   1.6681        5.9948e+19    7.7426e+18    1.12460997e-28     
   1.6681        5.9948e+19    1.2915e+19    1.12460997e-28     
   1.6681        5.9948e+19    2.1544e+19    1.12460997e-28     
   1.6681        5.9948e+19    3.5938e+19    1.12460997e-28     
   1.6681        5.9948e+19    5.9948e+19    1.12460997e-28     
   1.6681        5.9948e+19    1.0000e+20    1.12460997e-28     
   1.6681        1.0000e+20    1.0000e+18    9.13608757e-29     
   1.6681        1.0000e+20    1.6681e+18    9.13608757e-29     
   1.6681        1.0000e+20    2.7826e+18    9.13608757e-29     
   1.6681        1.0000e+20    4.6416e+18    9.13608757e-29     
   1.6681        1.0000e+20    7.7426e+18    9.13608757e-29     
   1.6681        1.0000e+20    1.2915e+19    9.13608757e-29     
   1.6681        1.0000e+20    2.1544e+19    9.13608757e-29     
   1.6681        1.0000e+20    3.5938e+19    9.13608757e-29     
   1.6681        1.0000e+20    5.9948e+19    9.13608757e-29     
   1.6681        1.0000e+20    1.0000e+20    9.13608757e-29     
   2.1544        1.0000e+18    1.0000e+18    2.24447797e-27     
   2.1544        1.0000e+18    1.6681e+18    2.24447797e-27     
   2.1544        1.0000e+18    2.7826e+18    2.24447797e-27     
   2.1544        1.0000e+18    4.6416e+18    2.24447797e-27     
   2.1544        1.0000e+18    7.7426e+18    2.24447797e-27     
   2.1544        1.0000e+18    1.2915e+19    2.24447797e-27     
   2.1544        1.0000e+18    2.1544e+19    2.24447797e-27     
   2.1544        1.0000e+18    3.5938e+19    2.24447797e-27     
   2.1544        1.0000e+18    5.9948e+19    2.24447797e-27     
   2.1544        1.0000e+18    1.0000e+20    2.24447797e-27     
   2.1544        1.6681e+18    1.0000e+18    2.20062802e-27     
   2.1544        1.6681e+18    1.6681e+18    2.20062802e-27     
   2.1544        1.6681e+18    2.7826e+18    2.20062802e-27     
   2.1544        1.6681e+18    4.6416e+18    2.20062802e-27     
   2.1544        1.6681e+18    7.7426e+18    2.20062802e-27     
   2.1544        1.6681e+18    1.2915e+19    2.20062802e-27     
   2.1544        1.6681e+18    2.1544e+19    2.20062802e-27     
   2.1544        1.6681e+18    3.5938e+19    2.20062802e-27     
   2.1544        1.6681e+18    5.9948e+19    2.20062802e-27     
   2.1544        1.6681e+18    1.0000e+20    2.20062802e-27     
   2.1544        2.7826e+18    1.0000e+18    2.13491277e-27     
   2.1544        2.7826e+18    1.6681e+18    2.13491277e-27     
   2.1544        2.7826e+18    2.7826e+18    2.13491277e-27     
   2.1544        2.7826e+18    4.6416e+18    2.13491277e-27     
   2.1544        2.7826e+18    7.7426e+18    2.13491277e-27     
   2.1544        2.7826e+18    1.2915e+19    2.13491277e-27     
   2.1544        2.7826e+18    2.1544e+19    2.13491277e-27     
   2.1544        2.7826e+18    3.5938e+19    2.13491277e-27     
   2.1544        2.7826e+18    5.9948e+19    2.13491277e-27     
   2.1544        2.7826e+18    1.0000e+20    2.13491277e-27     
   2.1544        4.6416e+18    1.0000e+18    2.03850536e-27     
   2.1544        4.6416e+18    1.6681e+18    2.03850536e-27     
   2.1544        4.6416e+18    2.7826e+18    2.03850536e-27     
   2.1544        4.6416e+18    4.6416e+18    2.03850536e-27     
   2.1544        4.6416e+18    7.7426e+18    2.03850536e-27     
   2.1544        4.6416e+18    1.2915e+19    2.03850536e-27     
   2.1544        4.6416e+18    2.1544e+19    2.03850536e-27     
   2.1544        4.6416e+18    3.5938e+19    2.03850536e-27     
   2.1544        4.6416e+18    5.9948e+19    2.03850536e-27     
   2.1544        4.6416e+18    1.0000e+20    2.03850536e-27     
   2.1544        7.7426e+18    1.0000e+18    1.90242616e-27     
   2.1544        7.7426e+18    1.6681e+18    1.90242616e-27     
   2.1544        7.7426e+18    2.7826e+18    1.90242616e-27     
   2.1544        7.7426e+18    4.6416e+18    1.90242616e-27     
   2.1544        7.7426e+18    7.7426e+18    1.90242616e-27     
   2.1544        7.7426e+18    1.2915e+19    1.90242616e-27     
   2.1544        7.7426e+18    2.1544e+19    1.90242616e-27     
   2.1544        7.7426e+18    3.5938e+19    1.90242616e-27     
   2.1544        7.7426e+18    5.9948e+19    1.90242616e-27     
   2.1544        7.7426e+18    1.0000e+20    1.90242616e-27     
   2.1544        1.2915e+19    1.0000e+18    1.72199967e-27     
   2.1544        1.2915e+19    1.6681e+18    1.72199967e-27     
   2.1544        1.2915e+19    2.7826e+18    1.72199967e-27     
   2.1544        1.2915e+19    4.6416e+18    1.72199967e-27     
   2.1544        1.2915e+19    7.7426e+18    1.72199967e-27     
   2.1544        1.2915e+19    1.2915e+19    1.72199967e-27     
   2.1544        1.2915e+19    2.1544e+19    1.72199967e-27     
   2.1544        1.2915e+19    3.5938e+19    1.72199967e-27     
   2.1544        1.2915e+19    5.9948e+19    1.72199967e-27     
   2.1544        1.2915e+19    1.0000e+20    1.72199967e-27     
   2.1544        2.1544e+19    1.0000e+18    1.50320849e-27     
   2.1544        2.1544e+19    1.6681e+18    1.50320849e-27     
   2.1544        2.1544e+19    2.7826e+18    1.50320849e-27     
   2.1544        2.1544e+19    4.6416e+18    1.50320849e-27     
   2.1544        2.1544e+19    7.7426e+18    1.50320849e-27     
   2.1544        2.1544e+19    1.2915e+19    1.50320849e-27     
   2.1544        2.1544e+19    2.1544e+19    1.50320849e-27     
   2.1544        2.1544e+19    3.5938e+19    1.50320849e-27     
   2.1544        2.1544e+19    5.9948e+19    1.50320849e-27     
   2.1544        2.1544e+19    1.0000e+20    1.50320849e-27     
   2.1544        3.5938e+19    1.0000e+18    1.26571815e-27     
   2.1544        3.5938e+19    1.6681e+18    1.26571815e-27     
   2.1544        3.5938e+19    2.7826e+18    1.26571815e-27     
   2.1544        3.5938e+19    4.6416e+18    1.26571815e-27     
   2.1544        3.5938e+19    7.7426e+18    1.26571815e-27     
   2.1544        3.5938e+19    1.2915e+19    1.26571815e-27     
   2.1544        3.5938e+19    2.1544e+19    1.26571815e-27     
   2.1544        3.5938e+19    3.5938e+19    1.26571815e-27     
   2.1544        3.5938e+19    5.9948e+19    1.26571815e-27     
   2.1544        3.5938e+19    1.0000e+20    1.26571815e-27     
   2.1544        5.9948e+19    1.0000e+18    1.03668220e-27     
   2.1544        5.9948e+19    1.6681e+18    1.03668220e-27     
   2.1544        5.9948e+19    2.7826e+18    1.03668220e-27     
   2.1544        5.9948e+19    4.6416e+18    1.03668220e-27     
   2.1544        5.9948e+19    7.7426e+18    1.03668220e-27     
   2.1544        5.9948e+19    1.2915e+19    1.03668220e-27     
   2.1544        5.9948e+19    2.1544e+19    1.03668220e-27     
   2.1544        5.9948e+19    3.5938e+19    1.03668220e-27     
   2.1544        5.9948e+19    5.9948e+19    1.03668220e-27     
   2.1544        5.9948e+19    1.0000e+20    1.03668220e-27     
   2.1544        1.0000e+20    1.0000e+18    8.37948228e-28     
   2.1544        1.0000e+20    1.6681e+18    8.37948228e-28     
   2.1544        1.0000e+20    2.7826e+18    8.37948228e-28     
   2.1544        1.0000e+20    4.6416e+18    8.37948228e-28     
   2.1544        1.0000e+20    7.7426e+18    8.37948228e-28     
   2.1544        1.0000e+20    1.2915e+19    8.37948228e-28     
   2.1544        1.0000e+20    2.1544e+19    8.37948228e-28     
   2.1544        1.0000e+20    3.5938e+19    8.37948228e-28     
   2.1544        1.0000e+20    5.9948e+19    8.37948228e-28     
   2.1544        1.0000e+20    1.0000e+20    8.37948228e-28     
   2.7826        1.0000e+18    1.0000e+18    1.36749296e-26     
   2.7826        1.0000e+18    1.6681e+18    1.36749296e-26     
   2.7826        1.0000e+18    2.7826e+18    1.36749296e-26     
   2.7826        1.0000e+18    4.6416e+18    1.36749296e-26     
   2.7826        1.0000e+18    7.7426e+18    1.36749296e-26     
   2.7826        1.0000e+18    1.2915e+19    1.36749296e-26     
   2.7826        1.0000e+18    2.1544e+19    1.36749296e-26     
   2.7826        1.0000e+18    3.5938e+19    1.36749296e-26     
