DIVIMP RUN ADDITIONAL OUTPUT:
NRS:   54IRSEP:   19NDS:  380NIZS:    5
KNOTS:
    49    49    49    49    49    49    49    49    49    49    49    49
    49    49    49    49    49    49    82    82    82    82    82    82
    82    82    82    82    82    82    82    82    82    82    82    82
    34    34    34    34    34    34    34    34    34    34    34    34
    34    34    34    34    34    34
ABSFAC:
  0.1000000000E+01
ABSFAC_NEUT:
  0.1000000000E+01
TPOWLS:
  4.9895054654E-07  3.4186125041E-04  3.8691813796E-04  5.5535058073E-04  5.8389093360E-04  7.0512575497E-04
  8.9444733856E-04  8.8804937065E-04  1.2111542168E-03  1.3140804186E-03  1.4118664799E-03  1.4600442745E-03
  1.6270569754E-03  1.8824989997E-03  2.0268643510E-03  2.2772848466E-03  2.5107875613E-03  3.0527766409E-03
  1.0034017221E-02  8.2715504552E-03  4.1456126778E-03  1.7050956438E-03  7.4658070041E-04  2.0754694391E-04
  9.0731516161E-05  5.4936999348E-05  6.2858538240E-05  2.0302397202E-04  5.6610813583E-04  5.0376135191E-04
  4.4814914769E-04  3.7878455167E-04  2.8351898286E-04  2.4319164370E-04  2.0418556558E-04  4.5770957743E-17
  4.5770957743E-17  1.1070246558E-02  1.4111284422E-02  1.5310612296E-02  2.5401996041E-02  2.7325301975E-02
  4.1777908581E-02  4.0983361500E-02  4.0123621356E-02  4.0281924433E-02  3.5588673731E-02  2.8207680622E-02
  2.3717742215E-02  4.9895054654E-07  3.5008391330E-04  3.7524954647E-04  4.7410164337E-04  6.0623207259E-04
  6.5597433873E-04  7.7511814756E-04  8.9891473421E-04  1.0405686179E-03  1.1860613850E-03  1.3340610297E-03
  1.4909257622E-03  1.5935022368E-03  1.7093517734E-03  1.8203462082E-03  2.0130057604E-03  2.1301713452E-03
  2.2051609786E-03  2.2723443625E-02  2.3320263537E-02  1.6938607771E-02  9.1966515731E-03  4.6089089286E-03
  1.2357495801E-03  5.7119133247E-04  3.8057356469E-04  4.3873366294E-04  7.2786022603E-04  7.3370111524E-04
  7.0212801399E-04  6.6100413589E-04  6.8080934780E-04  5.3289222787E-04  5.0038380714E-04  3.2922176791E-04
  4.5770957743E-17  4.5770957743E-17  1.7564053790E-02  2.2522618424E-02  2.3136105520E-02  3.4172993951E-02
  3.7739838978E-02  4.9983918670E-02  4.8057140104E-02  4.9626794253E-02  4.9914655195E-02  4.7083011343E-02
  4.1372182292E-02  3.9277712411E-02  4.9895054654E-07  2.9750409546E-04  3.8024187967E-04  4.4819118659E-04
  4.9279993968E-04  6.1985754850E-04  7.3220115939E-04  8.5951673715E-04  9.2442522773E-04  1.0192980042E-03
  1.1139919476E-03  1.2587658961E-03  1.3784145571E-03  1.5178602728E-03  1.6265246302E-03  1.6629798772E-03
  1.7953364133E-03  1.9029617839E-03  3.5926863052E-02  3.9892901333E-02  3.0190123122E-02  1.8688266241E-02
  9.8184538672E-03  2.8145799842E-03  1.2105964516E-03  8.1792583246E-04  1.0070346183E-03  1.3420393568E-03
  1.3853806493E-03  1.2701628249E-03  1.2083180320E-03  1.2094550516E-03  1.0219172279E-03  8.9751837641E-04
  5.7119908195E-04  4.5770957743E-17  4.5770957743E-17  2.4566214782E-02  3.2047157633E-02  3.0957880743E-02
  3.9630459890E-02  4.3788039205E-02  5.7494736582E-02  5.7713710470E-02  6.1477069604E-02  6.2222541413E-02
  5.5142003442E-02  4.6606815535E-02  4.5975288119E-02  4.9895054654E-07  2.6436778678E-04  3.1362235709E-04
  4.1470196840E-04  5.0476982480E-04  5.6465678402E-04  6.4366748216E-04  7.3577873873E-04  8.1243488861E-04
  9.0233101343E-04  1.0384322542E-03  1.1027814377E-03  1.1795849605E-03  1.3090599590E-03  1.3612032973E-03
  1.6001429382E-03  1.5362046469E-03  1.5920683968E-03  4.4146773281E-02  5.2069798155E-02  4.2380457879E-02
  2.6355632334E-02  1.4288859546E-02  4.4334669203E-03  1.9596540082E-03  1.3424957408E-03  1.4947497433E-03
  2.0023622919E-03  1.9650713451E-03  1.8377284713E-03  1.7870895395E-03  1.7536705080E-03  1.3681853466E-03
  1.2756731218E-03  7.3551942985E-04  4.5770957743E-17  4.5770957743E-17  3.2020397045E-02  3.9692955844E-02
  3.6233257012E-02  4.5375299942E-02  5.0807442864E-02  6.0592313776E-02  6.2942275994E-02  6.5479152797E-02
  6.3138337761E-02  5.8205367933E-02  5.2688337296E-02  4.7778583958E-02  4.9895054654E-07  2.3516118230E-04
  2.9130320728E-04  3.4438259698E-04  4.1697661487E-04  4.7358668097E-04  5.3986120604E-04  5.9107510124E-04
  6.8685816992E-04  7.5961244308E-04  8.0493882868E-04  8.4326824203E-04  9.3876228702E-04  1.0355403699E-03
  1.0884434982E-03  1.1015091095E-03  1.1250001383E-03  1.1538324167E-03  5.1824607651E-02  5.8431817387E-02
  5.2285687716E-02  3.4664635765E-02  1.9050106381E-02  6.0972040512E-03  2.7978996581E-03  1.8073614590E-03
  1.9882553887E-03  2.5636457870E-03  2.3516564636E-03  2.2134012247E-03  2.2418425288E-03  2.1660675680E-03
  1.7169977407E-03  1.4801402972E-03  9.9083846557E-04  4.5770957743E-17  4.5770957743E-17  3.8455287010E-02
  4.6396460950E-02  4.0349572236E-02  4.9058093941E-02  5.2476525530E-02  6.2743849367E-02  6.5968107376E-02
  6.7720145052E-02  6.2395464110E-02  5.9857737818E-02  5.3021616065E-02  5.0143750726E-02  4.9895054654E-07
  2.0738364042E-04  2.5067101974E-04  2.9881034116E-04  3.3120773490E-04  3.7231295069E-04  4.1251700856E-04
  4.8491198048E-04  6.1062793911E-04  5.9655607296E-04  5.8895907476E-04  6.3897427866E-04  6.9087330431E-04
  7.6118025122E-04  8.8800675986E-04  8.3202330617E-04  8.6391295314E-04  9.1824555572E-04  5.2295819156E-02
  6.3180539683E-02  5.7910597485E-02  4.1700269166E-02  2.2932533058E-02  7.7620897168E-03  3.4438339111E-03
  2.2641502657E-03  2.4907459591E-03  3.0750944357E-03  2.7617076756E-03  2.6804509640E-03  2.6871986117E-03
  2.5441775676E-03  2.0028673827E-03  1.7106903812E-03  1.1992441561E-03  4.5770957743E-17  4.5770957743E-17
  4.4581868606E-02  5.2732365480E-02  4.2303769045E-02  5.2375750675E-02  5.4921298983E-02  6.5137977789E-02
  6.6773025941E-02  6.4774570244E-02  6.1824815879E-02  6.0416598529E-02  5.1801331833E-02  4.7975092074E-02
  4.9895054654E-07  1.6556355838E-04  1.8196550419E-04  2.2862981331E-04  2.5055171609E-04  2.9341077145E-04
  3.3446916691E-04  3.5193679236E-04  4.3775609316E-04  4.6324877179E-04  4.7065836017E-04  4.9445499437E-04
  5.3610788952E-04  6.0620503284E-04  6.2576760710E-04  5.6776232307E-04  6.1005530328E-04  6.1052308431E-04
  5.7233754682E-02  6.8148547601E-02  5.9198553455E-02  4.4282943843E-02  2.5215622494E-02  8.8168803374E-03
  4.2487130660E-03  2.7961836452E-03  3.1022086326E-03  3.3826304220E-03  3.3199698983E-03  3.2415805338E-03
  2.9463050634E-03  2.7118657281E-03  2.1874885250E-03  1.7122978773E-03  1.4323320871E-03  4.5770957743E-17
  4.5770957743E-17  5.0144727369E-02  5.8074255085E-02  4.3957484921E-02  5.5207934299E-02  5.5545371920E-02
  6.6701723624E-02  6.3038024314E-02  6.2398441170E-02  6.1381245136E-02  5.6561867105E-02  4.9555700737E-02
  4.5201277539E-02  4.9895054654E-07  1.2195658759E-04  1.4968070706E-04  1.6938257929E-04  1.8888936821E-04
  2.2810694581E-04  2.3377487145E-04  2.5429882924E-04  2.9246973582E-04  3.4728755405E-04  3.3640839457E-04
  3.5475487018E-04  3.8602921286E-04  4.2230114463E-04  5.1250029698E-04  4.9404294481E-04  4.8888223405E-04
  4.9774012692E-04  5.4486369695E-02  6.5543239395E-02  5.8173976753E-02  4.1726419180E-02  2.6832215715E-02
